QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,AIRLINE_ID,ORIGIN_AIRPORT_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP
1,1,3,7,DL,19790,12892,32575,LAX,11433,31295,DTW,1140,1228,48,48,1,3,1100-1159,1910,1933,23,23,1,1,1900-1959,270,245,223,1,1979,8
1,1,3,7,DL,19790,14679,33570,SAN,10397,30397,ATL,734,728,-6,0,0,-1,0700-0759,1440,1417,-23,0,0,-2,1400-1459,246,229,199,1,1892,8
1,1,3,7,DL,19790,12892,32575,LAX,10397,30397,ATL,720,718,-2,0,0,-1,0700-0759,1433,1406,-27,0,0,-2,1400-1459,253,228,203,1,1947,8
1,1,3,7,DL,19790,14771,32457,SFO,12478,31703,JFK,615,613,-2,0,0,-1,0600-0659,1445,1430,-15,0,0,-1,1400-1459,330,317,284,1,2586,11
1,1,3,7,DL,19790,12478,31703,JFK,14771,32457,SFO,1530,1601,31,31,1,2,1500-1559,1914,1928,14,14,0,0,1900-1959,404,387,343,1,2586,11
1,1,3,7,DL,19790,12478,31703,JFK,14771,32457,SFO,1700,1659,-1,0,0,-1,1700-1759,2045,2051,6,6,0,0,2000-2059,405,412,354,1,2586,11
1,1,3,7,DL,19790,12892,32575,LAX,12478,31703,JFK,730,745,15,15,1,1,0700-0759,1554,1542,-12,0,0,-1,1500-1559,324,297,275,1,2475,10
1,1,3,7,DL,19790,12478,31703,JFK,12892,32575,LAX,1545,1544,-1,0,0,-1,1500-1559,1930,1935,5,5,0,0,1900-1959,405,411,346,1,2475,10
1,1,3,7,DL,19790,12478,31703,JFK,12892,32575,LAX,935,939,4,4,0,0,0900-0959,1320,1321,1,1,0,0,1300-1359,405,402,356,1,2475,10
1,1,3,7,DL,19790,12478,31703,JFK,12892,32575,LAX,815,816,1,1,0,0,0800-0859,1200,1135,-25,0,0,-2,1200-1259,405,379,344,1,2475,10
1,1,3,7,DL,19790,12478,31703,JFK,12892,32575,LAX,2059,2055,-4,0,0,-1,2000-2059,35,35,0,0,0,0,0001-0559,396,400,344,1,2475,10
1,1,3,7,DL,19790,12478,31703,JFK,14771,32457,SFO,1330,1430,60,60,1,4,1300-1359,1703,1741,38,38,1,2,1700-1759,393,371,351,1,2586,11
1,1,3,7,DL,19790,12478,31703,JFK,12892,32575,LAX,1345,1415,30,30,1,2,1300-1359,1720,1731,11,11,0,0,1700-1759,395,376,349,1,2475,10
1,1,3,7,DL,19790,12478,31703,JFK,14771,32457,SFO,700,701,1,1,0,0,0700-0759,1045,1024,-21,0,0,-2,1000-1059,405,383,358,1,2586,11
1,1,3,7,DL,19790,12478,31703,JFK,14679,33570,SAN,1655,1724,29,29,1,1,1600-1659,2016,2055,39,39,1,2,2000-2059,381,391,338,1,2446,10
1,1,3,7,DL,19790,12478,31703,JFK,12892,32575,LAX,1925,1931,6,6,0,0,1900-1959,2309,2358,49,49,1,3,2300-2359,404,447,340,1,2475,10
1,1,3,7,DL,19790,12478,31703,JFK,14679,33570,SAN,1915,2001,46,46,1,3,1900-1959,2238,2317,39,39,1,2,2200-2259,383,376,330,1,2446,10
1,1,3,7,DL,19790,12478,31703,JFK,14771,32457,SFO,930,927,-3,0,0,-1,0900-0959,1316,1252,-24,0,0,-2,1300-1359,406,385,357,1,2586,11
1,1,2,6,DL,19790,12892,32575,LAX,12889,32211,LAS,2010,2101,51,51,1,3,2000-2059,2119,2206,47,47,1,3,2100-2159,69,65,40,1,236,1
1,1,2,6,DL,19790,12892,32575,LAX,11433,31295,DTW,915,943,28,28,1,1,0900-0959,1647,1655,8,8,0,0,1600-1659,272,252,229,1,1979,8
1,1,2,6,DL,19790,11193,33105,CVG,12892,32575,LAX,1446,1456,10,10,0,0,1400-1459,1650,1626,-24,0,0,-2,1600-1659,304,270,253,1,1900,8
1,1,2,6,DL,19790,11433,31295,DTW,12892,32575,LAX,2005,2010,5,5,0,0,2000-2059,2225,2200,-25,0,0,-2,2200-2259,320,290,265,1,1979,8
1,1,2,6,DL,19790,14679,33570,SAN,13487,31650,MSP,625,625,0,0,0,0,0600-0659,1213,1210,-3,0,0,-1,1200-1259,228,225,190,1,1532,7
1,1,2,6,DL,19790,14771,32457,SFO,10397,30397,ATL,1210,1207,-3,0,0,-1,1200-1259,1948,1923,-25,0,0,-2,1900-1959,278,256,236,1,2139,9
1,1,2,6,DL,19790,11193,33105,CVG,14771,32457,SFO,1956,1954,-2,0,0,-1,1900-1959,2210,2205,-5,0,0,-1,2200-2259,314,311,270,1,2036,9
1,1,2,6,DL,19790,14771,32457,SFO,11193,33105,CVG,2250,2312,22,22,1,1,2200-2259,617,620,3,3,0,0,0600-0659,267,248,228,1,2036,9
1,1,2,6,DL,19790,13303,32467,MIA,12892,32575,LAX,705,710,5,5,0,0,0700-0759,1010,1016,6,6,0,0,1000-1059,365,366,318,1,2342,10
