AIRPORT_ID,LATITUDE,LONGITUDE
10178,13.8475,20.84333333
10180,16.70916667,-9.63555556
10180,16.71138889,-9.63777778
10181,-34.55888889,-58.41583333
10181,-34.55916667,-58.41583333
10182,43.45,39.93333333
10182,43.45,39.93333333
10183,62.5625,6.10527778
10183,62.56111111,6.11416667
10183,62.56027778,6.11027778
10184,66.56166667,-152.6583333
10184,66.55194444,-152.6222222
10185,31.32416667,-92.54694444
10185,31.3275,-92.54861111
10186,65.65694444,-18.07222222
10186,65.66,-18.07277778
10186,65.65666667,-18.07194444
10188,-34.58916667,-68.40055556
10188,-34.58777778,-68.40333333
10188,-34.58861111,-68.40277778
10188,-34.58777778,-68.40361111
10189,38.96972222,-104.8125
10189,38.96972222,-104.8127778
10189,38.97416667,-104.8177778
10190,40.60694444,-95.86583333
10190,40.60555556,-95.86777778
10190,40.60638889,-95.86666667
10190,40.60666667,-95.86666667
10191,42.71666667,-110.9333333
10191,42.70888889,-110.9422222
10192,35.02388889,-80.08138889
10192,35.02055556,-80.07722222
10192,35.02055556,-80.07722222
10194,32.98666667,-97.3175
10194,32.98777778,-97.31888889
10194,32.9875,-97.31888889
10195,38.735,30.59555556
10195,38.72638889,30.60111111
10196,30.38055556,-9.54583333
10196,30.38138889,-9.54611111
10197,48.42611111,10.93305556
10197,48.42444444,10.93222222
10197,48.42527778,10.93194444
10198,40.35472222,-79.93
10198,40.35472222,-79.93
10198,40.35444444,-79.93027778
10198,40.35444444,-79.92916667
10199,44.17361111,0.59861111
10199,44.17388889,0.59305556
10199,44.17388889,0.59305556
10199,44.17472222,0.59055556
10200,-4.06583333,144.0738889
10201,56.29305556,12.8625
10201,56.29583333,12.84972222
10201,56.29166667,12.855
10201,56.29111111,12.855
10202,-6.40333333,143.8466667
10203,-9.34027778,149.1552778
10203,-9.3375,149.1555556
10204,57.50388889,-134.5833333
10205,36.67166667,-4.49805556
10205,36.675,-4.49916667
10205,36.67972222,-4.49583333
10205,36.68,-4.49583333
10205,36.68,-4.49583333
10206,38.60416667,21.35194444
10206,38.60194444,21.35111111
10207,27.15833333,77.96277778
10207,27.15777778,77.96083333
10208,33.36916667,-81.96444444
10208,33.36916667,-81.96444444
10208,33.37,-81.96444444
10209,-25.45555556,-54.84361111
10210,21.70555556,-102.3177778
10210,21.70083333,-102.3180556
10211,9.55222222,-69.23333333
10211,9.55333333,-69.2375
10212,10.83333333,72.2
10213,26.19194444,127.6477778
10214,18.23861111,42.655
10214,18.24027778,42.65666667
10214,18.24027778,42.65638889
10215,34.14694444,-97.12277778
10215,34.14694444,-97.12277778
10216,33.94833333,-83.32694444
10216,33.94861111,-83.32638889
10216,33.94861111,-83.32583333
10217,40.63055556,8.28888889
10217,40.63222222,8.29083333
10218,15.47277778,-84.35138889
10218,15.47277778,-84.35305556
10218,15.47277778,-84.35305556
10219,51.37861111,179.2586111
10220,35.17972222,-3.83694444
10220,35.17722222,-3.83944444
10221,42.05166667,-102.8066667
10221,42.05333333,-102.8038889
10221,42.05333333,-102.8036111
10222,56.19,-132.4458333
10223,40.10861111,-85.61305556
10223,40.10861111,-85.61305556
10224,33.65,-81.68472222
10224,33.64944444,-81.685
10225,70.63055556,-160.0430556
10225,70.63805556,-159.9947222
10226,-18.85,-159.75
10226,-18.83722222,-159.7611111
10226,-18.8375,-159.7611111
10227,39.36,-74.46
10227,39.36,-74.45722222
10228,38.09833333,-92.54722222
10228,38.09611111,-92.54944444
10229,41.92416667,8.80305556
10229,41.92166667,8.80111111
10229,41.92166667,8.80111111
10229,41.92388889,8.8025
10230,29.8,40.06666667
10230,29.785,40.1
10231,19.73055556,-14.37444444
10231,19.72805556,-14.38527778
10232,23.84055556,92.61972222
10233,-12.12638889,44.42972222
10233,-12.13222222,44.43027778
10233,-12.13111111,44.43055556
10234,65.58611111,19.2825
10234,65.59027778,19.28194444
10235,-10.98388889,-37.07027778
10236,16.96416667,7.99305556
10236,16.96611111,8.00027778
10236,16.96611111,8
10236,16.96611111,8
10237,52.22027778,-174.2069444
10237,52.22055556,-174.2061111
10238,41.0375,-81.46694444
10239,24.2,23.33333333
10239,24.17888889,23.31388889
10239,24.17888889,23.31388889
10241,60.90555556,-161.2233333
10241,60.90277778,-161.2305556
10242,43.67083333,142.4516667
10242,43.67083333,142.4513889
10242,43.67083333,142.4475
10243,56.945,-154.1666667
10243,56.93861111,-154.1825
10244,-37.01111111,174.7991667
10244,-37.00805556,174.7916667
10245,58.67777778,-156.6516667
10245,58.67638889,-156.6486111
10246,40.17555556,-103.2222222
10246,40.17555556,-103.2219444
10247,68.1375,-151.74
10247,68.13361111,-151.7433333
10248,7.25833333,5.30416667
10248,7.24666667,5.30111111
10249,-8.69777778,160.6808333
10249,-8.7025,160.6816667
10249,-8.7025,160.6816667
10249,-8.7025,160.6816667
10250,34.59027778,32.9875
10250,34.59027778,32.98777778
10251,50.25,57.21666667
10251,50.25,57.21666667
10252,20.13027778,92.88027778
10252,20.13027778,92.88027778
10252,20.13277778,92.8725
10253,34.22916667,-86.25583333
10254,33.17694444,-86.78277778
10254,33.17777778,-86.78333333
10255,34.86138889,-86.5575
10255,34.85944444,-86.5575
10255,34.85944444,-86.5575
10256,43.35,77.03333333
10256,43.35,77.03333333
10256,43.35555556,77.04388889
10257,42.74583333,-73.80527778
10257,42.74916667,-73.80194444
10258,38.2825,-0.55833333
10258,38.28222222,-0.55805556
10258,38.28361111,-0.55861111
10258,38.28222222,-0.55805556
10259,30.38416667,-103.6830556
10259,30.38416667,-103.6836111
10260,69.97611111,23.38055556
10260,69.97611111,23.37166667
10261,36.69333333,3.21722222
10261,36.69111111,3.21527778
10261,36.69083333,3.21555556
10261,36.6925,3.215
10262,-34.945,117.8058333
10262,-34.94333333,117.8088889
10263,27.74083333,-98.02722222
10263,27.74083333,-98.02694444
10264,-28.56722222,16.53638889
10264,-28.575,16.53333333
10265,7.58333333,39.06666667
10266,32.83972222,-105.99
10266,32.84,-105.9905556
10266,32.84138889,-105.9888889
10267,38.89166667,-90.04833333
10267,38.89,-90.04611111
10268,42.55611111,-92.39972222
10268,42.55694444,-92.40027778
10269,36.18083333,37.22666667
10269,36.18055556,37.22444444
10270,-29.79972222,-55.76333333
10271,-45.21388889,169.3694444
10271,-45.21138889,169.3716667
10272,37.43666667,-105.8666667
10272,37.435,-105.8666667
10272,37.435,-105.8677778
10273,-1.94055556,-54.74027778
10274,11.98333333,50.78333333
10275,46.09472222,-118.2911111
10275,46.09472222,-118.2888889
10275,46.09527778,-118.2858333
10276,32.91666667,-85.96666667
10276,32.91472222,-85.96305556
10277,31.18777778,29.94805556
10277,31.18361111,29.94861111
10278,56.89583333,-154.2458333
10279,35.22722222,-101.7219444
10279,35.22722222,-101.7219444
10279,35.21944444,-101.7058333
10280,23.06638889,72.62416667
10280,23.07722222,72.63444444
10281,-4.10166667,141.6697222
10282,-4.6,143.5
10283,6.03611111,37.57694444
10283,6.03944444,37.59083333
10284,-8.56,116.0969444
10284,-8.56,116.0969444
10284,-8.56083333,116.0947222
10285,37.20388889,-107.8686111
10285,37.20305556,-107.8691667
10286,8.26555556,-82.86555556
10286,8.2675,-82.86472222
10287,31.7225,35.99333333
10287,31.7225,35.99333333
10287,31.72333333,35.99416667
10288,43.32083333,-84.68666667
10288,43.32222222,-84.68805556
10289,14.14722222,15.31444444
10289,14.14638889,15.31527778
10290,-24.69944444,44.73305556
10290,-24.69944444,44.73277778
10291,-3.71027778,128.0897222
10292,52.30833333,4.76805556
10292,52.30861111,4.76388889
10294,41.99416667,-93.61833333
10294,41.99194444,-93.62194444
10295,-21.74,135.24
10296,-17.68555556,45.62527778
10296,-17.68611111,45.625
10297,33.81666667,-117.9333333
10298,33.59027778,-85.85583333
10298,33.58805556,-85.85805556
10298,33.58805556,-85.85805556
10299,61.16916667,-149.9852778
10299,61.17444444,-149.9961111
10299,61.17444444,-149.9963889
10299,61.17416667,-149.9980556
10300,34.49361111,-82.71
10300,34.49444444,-82.70944444
10301,47.49722222,-0.57277778
10301,47.56027778,-0.31277778
10302,-23.43944444,-70.44277778
10302,-23.44444444,-70.445
10302,-23.44444444,-70.445
10303,45.72944444,0.21972222
10303,45.72944444,0.21833333
10303,45.72944444,0.21833333
10303,45.72944444,0.21833333
10304,61.58166667,-159.5430556
10305,39.95166667,32.68805556
10305,39.95027778,32.6875
10305,39.95194444,32.68611111
10306,-15,50.32138889
10306,-14.99944444,50.32027778
10307,55.03694444,-131.5705556
10307,55.0425,-131.5722222
10307,55.04222222,-131.5708333
10308,-16.17777778,39.93694444
10308,-16.1825,39.945
10308,-16.1825,39.94527778
10309,38.94277778,-76.56888889
10309,38.94277778,-76.56833333
10310,51.19,4.46
10310,51.18944444,4.46027778
10311,-13.70861111,-73.35111111
10311,-13.70888889,-73.35138889
10312,17.10833333,-61.76388889
10312,17.1375,-61.79
10312,17.13666667,-61.79277778
10312,17.13611111,-61.79388889
10313,62.64777778,-160.1888889
10313,62.64722222,-160.19
10314,69.29305556,16.14166667
10314,69.2925,16.14416667
10317,40.70833333,-84.02666667
10317,40.70833333,-84.02694444
10318,43.6175,13.36416667
10318,43.61638889,13.36222222
10319,40.73472222,140.6897222
10319,40.73333333,140.6886111
10320,35.42388889,27.14722222
10320,35.42083333,27.14555556
10320,35.42111111,27.14583333
10321,-29.69,-57.14861111
10321,-29.68944444,-57.15194444
10322,40.29722222,-78.32
10322,40.29638889,-78.32
10323,6.19111111,100.4038889
10323,6.18972222,100.3983333
10324,57.45472222,-153.8130556
10325,39.57277778,-104.8477778
10325,39.57277778,-104.8477778
10325,39.57027778,-104.8494444
10325,39.57,-104.8494444
10326,-14.73666667,-68.41305556
10326,-14.74027778,-68.41111111
10326,-14.74,-68.4075
10326,-14.73888889,-68.41111111
10327,38.21222222,-122.28
10327,38.21305556,-122.2805556
10328,-15.35,-75.16666667
10329,26.15277778,-81.77527778
10329,26.15222222,-81.77583333
10329,26.1525,-81.77555556
10330,39.46611111,-76.16972222
10330,39.46611111,-76.16888889
10331,-15.56666667,-146.4166667
10331,-15.57527778,-146.4130556
10332,-15.10166667,39.28722222
10332,-15.10555556,39.28166667
10333,45.08166667,-83.55583333
10333,45.07805556,-83.56027778
10334,7.03333333,-77.2
10335,-4.67361111,142.5377778
10336,35.06055556,-85.58527778
10337,34.52638889,-117.2127778
10337,34.52638889,-117.2127778
10337,34.57527778,-117.1861111
10338,-13.83333333,-172
10338,-13.82833333,-172.0119444
10338,-13.83,-172.0083333
10339,28.33527778,46.125
10339,28.33527778,46.125
10339,28.33527778,46.125
10340,29.6125,35.01944444
10340,29.61111111,35.01777778
10340,29.61111111,35.01777778
10342,-16.33777778,-71.555
10342,-16.34111111,-71.58305556
10342,-16.34055556,-71.57083333
10343,-16.75,179.35
10344,60.96666667,-149.1236111
10344,60.96611111,-149.1258333
10344,60.96888889,-149.1194444
10345,35.26472222,-93.09388889
10345,35.25916667,-93.09333333
10346,35.08083333,-92.425
10346,35.08111111,-92.42444444
10347,30.03777778,-91.88388889
10347,30.0375,-91.88388889
10347,30.03777778,-91.88388889
10348,42.22277778,-83.74444444
10348,42.22305556,-83.74555556
10349,68.1375,-145.5244444
10349,68.11472222,-145.5794444
10350,-8.25,124.75
10351,18.45,-66.67583333
10351,18.45027778,-66.67583333
10351,18.45,-66.67527778
10351,18.45083333,-66.67555556
10352,36.125,-90.92638889
10352,36.12472222,-90.925
10353,64.56666667,40.53333333
10353,64.56666667,40.53333333
10353,64.60027778,40.71666667
10353,64.60027778,40.71666667
10354,-18.33305556,-70.33805556
10354,-18.34861111,-70.33861111
10355,-3.36416667,36.62472222
10355,-3.36666667,36.62555556
10356,-30.52833333,151.6233333
10356,-30.52805556,151.6172222
10357,59.66194444,17.93388889
10357,59.65194444,17.91861111
10358,-9.87055556,149.4836111
10358,-9.87083333,149.4841667
10359,7.02111111,-71.38888889
10359,7.02111111,-71.38888889
10360,-15.9,-52.23333333
10360,-15.89944444,-52.24111111
10361,43.99083333,-76.02138889
10361,43.99194444,-76.02055556
10362,-21.14361111,-50.42611111
10362,-21.14138889,-50.42472222
10363,45.92805556,-89.73083333
10364,46.18333333,21.26666667
10364,46.17666667,21.26194444
10365,40.18333333,-74.11666667
10366,-37.31194444,142.9905556
10366,-37.30944444,142.9886111
10367,-7.2225,12.86861111
10367,-7.25944444,12.86277778
10367,-7.25888889,12.8625
10368,13.07,42.63833333
10368,13.07333333,42.63694444
10368,13.07166667,42.645
10369,37.98166667,58.36083333
10369,37.98166667,58.36083333
10369,37.98694444,58.36111111
10370,-15.91666667,-63.15
10371,24.69777778,-77.79611111
10371,24.69805556,-77.79555556
10372,39.22416667,-106.8688889
10372,39.22305556,-106.8688889
10372,39.22194444,-106.8683333
10373,-43.905,171.7966667
10373,-43.90277778,171.7997222
10374,42.77888889,-71.50944444
10374,42.77888889,-71.50944444
10374,42.78166667,-71.51472222
10374,42.7825,-71.51416667
10375,-7.97027778,-14.39361111
10375,-7.96972222,-14.39361111
10376,28.41694444,129.6975
10376,28.43055556,129.7125
10377,6.90555556,-5.36416667
10377,6.90305556,-5.36611111
10378,32.52166667,-94.30805556
10378,32.52055556,-94.30777778
10379,15.29111111,38.91027778
10379,15.29333333,38.90888889
10379,15.29194444,38.91111111
10380,33.56972222,-86.05083333
10380,33.56944444,-86.05111111
10381,10.04722222,34.53666667
10381,10.02055556,34.59888889
10381,10.02055556,34.58222222
10381,10.02055556,34.58222222
10382,-23.80333333,133.8841667
10382,-23.80833333,133.9008333
10383,39.46888889,-117.1961111
10383,39.46805556,-117.1952778
10383,39.46805556,-117.1975
10384,38.70416667,35.50972222
10384,38.77027778,35.49555556
10384,38.77027778,35.49555556
10385,46.15972222,-123.88
10385,46.15805556,-123.8786111
10386,-25.23916667,-57.51916667
10386,-25.24111111,-57.51694444
10387,23.965,32.82166667
10387,23.96444444,32.82
10388,46.54861111,-90.91861111
10388,46.54861111,-90.91888889
10389,46.02388889,-99.35277778
10389,46.02388889,-99.3525
10389,46.02472222,-99.35166667
10390,-9.34722222,-77.6
10391,17.70972222,34.05722222
10392,24.62944444,-75.67388889
10393,34.19277778,-95.64972222
10393,34.1925,-95.64972222
10394,37.93666667,23.94444444
10395,-30.4,-56.50833333
10395,-30.40083333,-56.50777778
10396,70.4675,-157.4519444
10396,70.46722222,-157.4358333
10396,70.46722222,-157.4355556
10397,33.64083333,-84.42722222
10397,33.64083333,-84.42722222
10397,33.64083333,-84.42722222
10397,33.63666667,-84.42805556
10397,33.63666667,-84.42777778
10398,-3.25333333,-52.25305556
10398,-3.25388889,-52.25388889
10398,-3.25305556,-52.25388889
10399,-3.67138889,152.4363889
10399,-3.66944444,152.4380556
10399,-3.66972222,152.4380556
10400,39.21083333,-82.23166667
10400,39.21194444,-82.22916667
10400,39.21194444,-82.22916667
10401,-3.1425,142.3466667
10402,31.70694444,74.79722222
10402,31.71138889,74.79638889
10403,20.49944444,-13.04638889
10403,20.50666667,-13.04305556
10404,32.84833333,-104.4669444
10404,32.8525,-104.4677778
10404,32.85166667,-104.4672222
10405,60.8675,-162.2708333
10405,60.86722222,-162.2733333
10405,60.86777778,-162.2741667
10406,52.82583333,173.1727778
10406,52.8325,173.1755556
10407,13.24222222,18.3075
10407,13.23972222,18.31333333
10407,13.23972222,18.31555556
10408,44.25777778,-88.52
10408,44.25805556,-88.51916667
10408,44.25805556,-88.51916667
10409,44.90888889,-97.15416667
10409,44.90888889,-97.15416667
10409,44.91388889,-97.15472222
10410,27.04638889,31.07861111
10411,12.50222222,-70.01388889
10411,12.50222222,-70.01388889
10411,12.50138889,-70.01555556
10412,7.07027778,-70.74055556
10412,7.06888889,-70.73694444
10413,-18.50694444,139.8816667
10413,-18.51555556,139.8786111
10414,44.31805556,-69.79666667
10414,44.32055556,-69.79722222
10415,24.43305556,54.64888889
10415,24.44333333,54.65277778
10416,62.68916667,-164.6108333
10416,62.68,-164.66
10416,62.68305556,-164.7222222
10417,43.66444444,-92.93388889
10417,43.66277778,-92.93305556
10418,38.95277778,-121.0819444
10418,38.95472222,-121.0816667
10419,32.61527778,-85.43194444
10419,32.615,-85.43388889
10420,-9.91666667,149.3333333
10421,-9.76666667,-139.0166667
10421,-9.76888889,-139.0113889
10421,-9.76611111,-139.01
10421,-9.76583333,-139.0097222
10422,44.8975,2.41805556
10422,44.89111111,2.42194444
10423,30.19444444,-97.67
10423,30.19444444,-97.67
10424,44.92333333,-89.62305556
10424,44.92638889,-89.62694444
10424,44.92638889,-89.62666667
10425,-7.2,-48.2
10425,-7.22777778,-48.24055556
10426,-20.25333333,169.7613889
10426,-20.24916667,169.7708333
10426,-20.24944444,169.7708333
10427,41.77083333,-88.47277778
10427,41.77194444,-88.47555556
10428,46.03194444,12.59722222
10428,46.03,12.59888889
10428,46.03111111,12.59638889
10430,22.02638889,-78.79055556
10430,22.02694444,-78.78972222
10431,35.435,-82.54111111
10431,35.43611111,-82.54194444
10431,35.43444444,-82.54277778
10432,43.90722222,4.90194444
10432,43.90666667,4.90194444
10432,43.90666667,4.90194444
10433,27.5925,-81.52694444
10433,27.59138889,-81.52888889
10434,41.33916667,-75.72583333
10434,41.33861111,-75.72333333
10434,41.33833333,-75.72333333
10435,-38.04083333,144.4680556
10435,-38.03944444,144.4694444
10436,32.40916667,-111.2180556
10436,32.40944444,-111.2183333
10437,33.405,-118.4158333
10438,7.06111111,38.4875
10438,7.06666667,38.49055556
10439,19.28,166.6402778
10439,19.28,166.6402778
10439,19.2825,166.6366667
10440,35.135,-90.23444444
10441,-4.12416667,144.8702778
10442,32.32944444,-102.5302778
10442,32.33111111,-102.5294444
10442,32.33083333,-102.5297222
10443,31.33777778,48.75972222
10443,31.3375,48.76194444
10444,18.21027778,-63.0575
10444,18.21027778,-63.0575
10444,18.20472222,-63.05388889
10444,18.20472222,-63.05388889
10445,44.31666667,-75.89972222
10446,-22.95805556,145.2425
10446,-22.96666667,145.2416667
10446,-22.96333333,145.2533333
10446,-22.96333333,145.2516667
10447,40.85555556,25.95
10447,40.85583333,25.95638889
10447,40.85583333,25.95611111
10448,4.45638889,-75.76805556
10448,4.45166667,-75.76611111
10448,4.45083333,-75.76666667
10449,45.86722222,-95.39416667
10449,45.86638889,-95.39472222
10450,22.44194444,-73.97055556
10450,22.44194444,-73.97083333
10450,22.44194444,-73.97055556
10451,34.69805556,-99.33805556
10451,34.69888889,-99.33833333
10452,39.61555556,140.2186111
10453,14.12083333,38.71666667
10453,14.14694444,38.77138889
10453,14.14694444,38.7725
10454,40.49333333,-84.29888889
10454,40.49361111,-84.29805556
10455,36.42055556,-105.2894444
10455,36.42194444,-105.29
10456,-18.01666667,135.55
10457,-13.13333333,-74.2
10457,-13.15472222,-74.20444444
10458,-25.18611111,130.9755556
10459,-19.59666667,147.3244444
10459,-19.58444444,147.3291667
10459,-19.59666667,147.325
10460,31.24916667,-82.39555556
10460,31.24861111,-82.39666667
10460,31.24833333,-82.39527778
10461,36.90555556,30.79055556
10461,36.89861111,30.80055556
10462,-1.14166667,132.4783333
10462,-1.15972222,132.4633333
10463,35.65083333,-112.1480556
10463,35.65055556,-112.1480556
10464,35.30222222,-112.1941667
10464,35.30555556,-112.1944444
10465,33.52722222,-112.2952778
10465,33.52694444,-112.2952778
10466,33.30777778,-111.6555556
10466,33.30777778,-111.6555556
10467,31.89777778,54.28166667
10467,31.905,54.27638889
10467,31.905,54.27638889
10468,19.09361111,-102.3936111
10469,42.23638889,-85.55361111
10469,42.23444444,-85.55166667
10470,19.26666667,-69.75
10470,19.26944444,-69.73694444
10471,43.46416667,-70.4725
10472,45.08611111,-70.21611111
10472,45.08527778,-70.21638889
10472,45.08555556,-70.21638889
10473,-5.31666667,151.0333333
